Team,S% 5v5,SV% 5v5,PDO 5v5,CF,CA,CF%,GF 5v5,GA 5v5,year,AvAge,W,L,OL,PTS,PTS%,GF,GA,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,S,S%,SA,SV%,PDO,SO,Player Name,Games Played,Goals,Assists,Points,+/-,PIM,Goals Even,Goals Short,Goals Power Play,Goals Game Winner,Assists Even,Assists Short,Assists Power Play,Shots,Shot Percentage,TOI,Average TOI,Offensive Point Share,Defensive Point Share,Point Shares,Blocks,Hits,Faceoff Wins,Faceoff Losses,Faceoff Percentage
Team Name,"Shooting percentage at 5-on-5, a shot is anytime the puck would have went in the net for a goal but the goalie stopped it. misses, blocked shots, or hitting the post do not count as shots. Shooting percentage then is the number of goals made divided by the number of shots. Essentially how often do you score per 100 shots",Save percentage at 5-on-5. A save is anytime the puck the would have gone in the net but the goalie prevents it. So save percentage is the number of saves made divided by total shots taken. It is essentially number of saves made out of every 100 shots5,Shooting % + Save %,Corsi For at 5 on 5Corsi is the total of all shot attempts. Shots and blocks and misses all combined together.So Corsi For is the total of all shot blocks and misses for the particular team(in this case the Red wings.,Corsi Against at 5 on 5: Corsi is the total of all shot attempts. Shots and blocks and misses all combined together.So Corsi Against is the total of all shots blocks and misses against a particular team(in this case the Red Wings,CF% -- Corsi For % at 5 on 5:The percentage of shots that that are for the particular team out of all shot taken.Calculated with CF / (CF + CA),Actual goals for (5-on-5),Actual goals against (5-on-5),Last year of Season played,Average age of team weighted by time on ice,Number of Wins,Number of Losses,Number of Overtime/Shootout Losses,Points in a season,"Points percentage (i.e., points divided by maximum points)",Goals For(number of Goals Scored,Goals Against(Number of Goals scored on the team),"Simple Rating System; a team rating that takes into account average goal differential and strength of schedule. The rating is denominated in goals above/below average, where zero is average.","Strength of Schedule; a rating of strength of schedule. The rating is denominated in goals above/below average, where zero is average.",Average Goals For Per Game,Average Goals Against Per Game,Power Play Goals,Power Play Opportunities,Power Play Percentage,Power Play Goals Against,Power Play Opportunities Against,Penalty Killing Percentage,Short Handed Goals,Short Handed Goals Against,Shots on Goal, Shooting Percentage,Shots Against,Save Percentage,Shooting % + Save %,Shutouts,Name of Player,Number of Games Played,Goals Scored,Assists,Points,Plus/Minus: -1 when on the ice when opposing team scores and +1 when player team scores. Total for season,Penalty Minutes,Number of Goals Scored at 5 on 5,Number of Goals Scored Short Handed,Number of Power Play Goals,Number of Game Winning Goals,Number ofAssists at 5 on 5,Number of Assists Short Handed,Number of Assists on Power Play,Shots for season,Goals per 100 shots(Goals/Shots),Time on Ice,Average Time on Ice per Game,Share of Points attributed to players offense,share of points attributed to players Defense,Share of Points Attributed to Player,Number of Shots Blocked,Number of Hits,Number of Faceoff Wins,Number of Faceoff Losses,Percentage of Faceoffs Won
